,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,0,
618,-1.05,0.45,1.39,56.38,-77.88,6.25,1.97,8.64,2.2,0.6,0.38,0.32,0.63,127358,24484,W,,,
619,-1.05,0.45,1.39,56.38,-77.88,6.25,1.89,7.87,2.01,0.6,0.38,0.32,0.63,127397,24523,W,,,
620,-0.37,0.61,0.59,56.38,-77.88,6.25,1.89,7.87,2.01,0.6,0.38,0.32,0.63,127436,24562,W,,,
621,-0.37,0.61,0.59,56.38,-77.88,6.25,1.4,8.02,1.74,0.6,0.38,0.32,0.63,127476,24602,W,,,
622,-0.37,0.61,0.59,56.38,-77.88,6.25,1.28,8.21,1.7,0.6,0.38,0.32,0.63,127513,24639,W,,,
623,0.28,0.18,-0.22,56.38,-77.88,6.25,1.28,8.21,1.7,0.6,0.38,0.32,0.63,127553,24679,W,,,
624,0.58,-0.07,-0.5,56.38,-77.88,6.25,1.28,8.21,1.7,0.6,0.38,0.32,0.63,127593,24719,W,,,
625,0.58,-0.07,-0.5,56.38,-77.88,6.25,1.36,8.87,1.82,0.6,0.38,0.32,0.63,127631,24757,W,,,
626,0.58,-0.07,-0.5,56.38,-77.88,6.25,1.17,9.02,1.74,0.6,0.38,0.32,0.63,127670,24796,W,,,
627,0.58,-0.07,-0.5,56.38,-77.88,6.25,1.28,9.33,1.93,0.6,0.38,0.32,0.63,127707,24833,W,,,
628,0.58,-0.07,-0.5,56.38,-77.88,6.25,1.28,9.48,2.28,0.6,0.38,0.32,0.63,127748,24874,W,,,
629,1.29,-0.33,-1.4,56.38,-77.88,6.25,1.28,9.48,2.28,0.6,0.38,0.32,0.63,127785,24911,W,,,
630,1.29,-0.33,-1.4,56.38,-77.88,6.25,0.98,12.96,2.97,0.6,0.38,0.32,0.63,127825,24951,W,,,
631,1.29,-0.33,-1.4,56.38,-77.88,6.25,1.21,14.08,2.82,0.6,0.38,0.32,0.63,127863,24989,W,,,
632,1.56,-1.75,-1.44,56.38,-77.88,6.25,1.21,14.08,2.82,0.6,0.38,0.32,0.63,127903,25029,W,,,
633,0.93,-0.46,-0.98,56.38,-77.88,6.25,1.21,14.08,2.82,0.6,0.38,0.32,0.63,127943,25069,W,,,
634,0.93,-0.46,-0.98,56.38,-77.88,6.25,0.79,9.33,3.96,0.6,0.38,0.32,0.63,127983,25109,W,,,
635,0.93,-0.46,-0.98,56.38,-77.88,6.25,0.63,9.1,3.58,0.6,0.38,0.32,0.63,128023,25149,W,,,
636,0.93,-0.46,-0.98,56.38,-77.88,6.25,0.48,9.02,3.7,0.6,0.38,0.32,0.63,128061,25187,W,,,
637,0.08,-0.28,-0.18,56.38,-77.88,6.25,0.48,9.02,3.7,0.6,0.38,0.32,0.63,128099,25225,W,,,
638,0.08,-0.28,-0.18,56.38,-77.88,6.25,0.98,9.06,4,0.6,0.38,0.32,0.63,128138,25264,W,,,
639,0.08,-0.28,-0.18,56.38,-77.88,6.25,1.13,9.14,4.16,0.6,0.38,0.32,0.63,128178,25304,W,,,
640,0.08,-0.28,-0.18,56.38,-77.88,6.25,1.17,9.21,4.04,0.6,0.38,0.32,0.63,128215,25341,W,,,
641,-0.4,0.31,0.46,56.38,-77.88,6.25,1.17,9.21,4.04,0.6,0.38,0.32,0.63,128254,25380,W,,,
642,-0.57,0.39,0.71,56.38,-77.88,6.25,1.17,9.21,4.04,0.6,0.38,0.32,0.63,128293,25419,W,,,
643,-0.57,0.39,0.71,56.38,-77.88,6.25,1.47,9.25,4.16,0.6,0.38,0.32,0.63,128333,25459,W,,,
644,-0.57,0.39,0.71,56.38,-77.88,6.25,2.05,10.82,3.77,0.6,0.38,0.32,0.63,128372,25498,W,,,
645,-0.57,0.39,0.71,56.38,-77.88,6.25,2.24,13.39,4,0.6,0.38,0.32,0.63,128409,25535,W,,,
646,-0.94,0.97,1.01,56.38,-77.88,6.25,2.24,13.39,4,0.6,0.38,0.32,0.63,128448,25574,W,,,
647,-0.94,0.97,1.01,56.38,-77.88,6.25,2.97,11.51,2.85,0.6,0.38,0.32,0.63,128487,25613,W,,,
648,-0.94,0.97,1.01,56.38,-77.88,6.25,3.12,10.59,2.47,0.6,0.38,0.32,0.63,128527,25653,W,,,
649,-0.94,0.97,1.01,56.38,-77.88,6.25,3.16,10.78,1.4,0.6,0.38,0.32,0.63,128565,25691,W,,,
650,-0.98,1.68,1.48,56.38,-77.88,6.25,3.16,10.78,1.4,0.6,0.38,0.32,0.63,128605,25731,W,,,
651,-0.98,1.68,1.48,56.38,-77.88,6.25,3.08,9.52,0.9,0.6,0.38,0.32,0.63,128644,25770,W,,,
652,-0.98,1.68,1.48,56.38,-77.88,6.25,2.66,9.25,0.59,0.6,0.38,0.32,0.63,128685,25811,W,,,
653,-0.98,1.68,1.48,56.38,-77.88,6.25,2.43,8.64,0.79,0.6,0.38,0.32,0.63,128723,25849,W,,,
654,-0.98,1.68,1.48,56.38,-77.88,6.25,2.13,8.79,1.05,0.6,0.38,0.32,0.63,128760,25886,W,,,
655,-0.04,0.71,0.65,56.38,-77.88,6.25,2.13,8.79,1.05,0.6,0.38,0.32,0.63,128799,25925,W,,,
656,-0.04,0.71,0.65,56.38,-77.88,6.25,1.93,8.95,1.97,0.6,0.38,0.32,0.63,128838,25964,W,,,
657,-0.04,0.71,0.65,56.38,-77.88,6.25,1.59,8.64,3.01,0.6,0.38,0.32,0.63,128877,26003,W,,,
658,-0.04,0.71,0.65,56.38,-77.88,6.25,1.82,8.33,3.5,0.6,0.38,0.32,0.63,128914,26040,W,,,
659,0.64,0.45,0.31,56.38,-77.88,6.25,1.82,8.33,3.5,0.6,0.38,0.32,0.63,128953,26079,W,,,
660,0.64,0.45,0.31,56.38,-77.88,6.25,2.05,9.1,4.65,0.6,0.38,0.32,0.63,128993,26119,T,,,
661,1.06,0.51,0.12,56.38,-77.88,6.25,2.05,9.1,4.65,0.6,0.38,0.32,0.63,129031,26157,T,,,
662,1.06,0.51,0.12,56.38,-77.88,6.25,2.78,8.29,5.65,0.6,0.38,0.32,0.63,129069,26195,T,,,
663,1.06,0.51,0.12,56.38,-77.88,6.25,2.32,9.06,5.3,0.6,0.38,0.32,0.63,129105,26231,T,,,
664,1.06,0.51,0.12,56.38,-77.88,6.25,2.01,9.82,4.96,0.6,0.38,0.32,0.63,129144,26270,T,,,
665,1.06,0.51,0.12,56.38,-77.88,6.25,2.05,9.79,5.07,0.6,0.38,0.32,0.63,129183,26309,T,,,
666,1.06,0.51,0.12,56.38,-77.88,6.25,1.78,8.79,4.5,0.6,0.38,0.32,0.63,129222,26348,T,,,
667,1.06,0.51,0.12,56.38,-77.88,6.25,1.82,9.21,4.54,0.6,0.38,0.32,0.63,129258,26384,T,,,
668,0.03,1.29,1.32,56.38,-77.88,6.25,1.82,9.21,4.54,0.6,0.38,0.32,0.63,129297,26423,T,,,
669,0.03,1.29,1.32,56.38,-77.88,6.25,1.93,9.75,5.15,0.6,0.38,0.32,0.63,129337,26463,T,,,
670,0.03,1.29,1.32,56.38,-77.88,6.25,1.93,9.17,6.61,0.6,0.38,0.32,0.63,129376,26502,T,,,
671,0.03,1.29,1.32,56.38,-77.88,6.25,2.32,9.48,5.92,0.6,0.38,0.32,0.63,129413,26539,T,,,
672,-0.88,0.91,2.35,56.38,-77.88,6.25,2.32,9.48,5.92,0.6,0.38,0.32,0.63,129452,26578,T,,,
673,-0.88,0.91,2.35,56.38,-77.88,6.25,4.16,8.75,6.03,0.6,0.38,0.32,0.63,129491,26617,T,,,
674,-0.68,0.78,2.1,56.38,-77.88,6.25,4.16,8.75,6.03,0.6,0.38,0.32,0.63,129529,26655,T,,,
675,-0.68,0.78,2.1,56.38,-77.88,6.25,4.16,5,4.69,0.6,0.38,0.32,0.63,129567,26693,T,,,
676,-0.68,0.78,2.1,56.38,-77.88,6.25,3.54,4.12,4.69,0.6,0.38,0.32,0.63,129605,26731,T,,,
677,-0.68,0.78,2.1,56.38,-77.88,6.25,3.31,3.16,3.62,0.6,0.38,0.32,0.63,129644,26770,T,,,
678,-0.68,0.78,2.1,56.38,-77.88,6.25,3.35,3.16,3.54,0.6,0.38,0.32,0.63,129685,26811,T,,,
679,-0.68,0.78,2.1,56.38,-77.88,6.25,3.77,3.77,3.39,0.6,0.38,0.32,0.63,129724,26850,T,,,
680,-0.68,0.78,2.1,56.38,-77.88,6.25,4,3.93,4.16,0.6,0.38,0.32,0.63,129761,26887,T,,,
681,0.69,-0.1,-0.27,56.38,-77.88,6.25,4,3.93,4.16,0.6,0.38,0.32,0.63,129800,26926,T,,,
682,0.69,-0.1,-0.27,56.38,-77.88,6.25,5.84,5.84,6.57,0.6,0.38,0.32,0.63,129840,26966,T,,,
683,0.69,-0.1,-0.27,56.38,-77.88,6.25,5.73,5.07,6.68,0.6,0.38,0.32,0.63,129879,27005,T,,,
684,0.69,-0.1,-0.27,56.38,-77.88,6.25,5.54,4.8,6.07,0.6,0.38,0.32,0.63,129916,27042,T,,,
685,0.69,-0.1,-0.27,37,-74.38,-22.44,5.54,4.8,6.07,0.6,0.38,0.32,0.63,129954,27080,T,,,
686,0.69,-0.1,-0.27,37,-74.38,-22.44,5.07,5.11,5.5,0.6,0.38,0.32,0.63,129996,27122,T,,,
687,0.68,0.15,-0.32,37,-74.38,-22.44,5.07,5.11,5.5,0.6,0.38,0.32,0.63,130036,27162,T,,,
688,0.68,0.15,-0.32,37,-74.38,-22.44,3.93,5.57,4.16,0.6,0.38,0.32,0.63,130075,27201,T,,,
689,0.68,0.15,-0.32,37,-74.38,-22.44,3.46,5.69,4.43,0.6,0.38,0.32,0.63,130114,27240,T,,,
690,1.12,0.17,-0.9,37,-74.38,-22.44,3.46,5.69,4.43,0.6,0.38,0.32,0.63,130154,27280,T,,,
691,1.05,0.07,-1.05,37,-74.38,-22.44,3.46,5.69,4.43,0.6,0.38,0.32,0.63,130193,27319,T,,,
692,1.05,0.07,-1.05,37,-74.38,-22.44,4.23,8.64,5.27,0.6,0.38,0.32,0.63,130233,27359,T,,,
693,1.05,0.07,-1.05,37,-74.38,-22.44,4.12,8.71,4.65,0.6,0.38,0.32,0.63,130274,27400,T,,,
694,1.05,0.07,-1.05,37,-74.38,-22.44,3.93,9.59,4.69,0.6,0.38,0.32,0.63,130312,27438,T,,,
695,0.68,0.12,-0.76,37,-74.38,-22.44,3.93,9.59,4.69,0.6,0.38,0.32,0.63,130352,27478,T,,,
696,0.68,0.12,-0.76,37,-74.38,-22.44,4,9.94,4.12,0.6,0.38,0.32,0.63,130392,27518,T,,,
697,0.68,0.12,-0.76,37,-74.38,-22.44,3.27,10.13,3.62,0.6,0.38,0.32,0.63,130432,27558,T,,,
698,0.68,0.12,-0.76,37,-74.38,-22.44,2.85,9.94,3.39,0.6,0.38,0.32,0.63,130471,27597,T,,,
699,0.68,0.12,-0.76,37,-74.38,-22.44,2.7,9.67,3.31,0.6,0.38,0.32,0.63,130510,27636,T,,,
700,0.3,0.15,-0.2,37,-74.38,-22.44,2.7,9.67,3.31,0.6,0.38,0.32,0.63,130549,27675,T,,,
701,0.3,0.15,-0.2,37,-74.38,-22.44,2.66,9.36,3.62,0.6,0.38,0.32,0.63,130589,27715,T,,,
702,0.3,0.15,-0.2,37,-74.38,-22.44,2.66,9.59,3.81,0.6,0.38,0.32,0.63,130628,27754,T,,,
703,0.3,0.15,-0.2,37,-74.38,-22.44,2.32,9.71,3.62,0.6,0.38,0.32,0.63,130667,27793,T,,,
704,0.3,0.15,-0.2,53.63,-85.63,-7.13,2.32,9.71,3.62,0.6,0.38,0.32,0.63,130706,27832,T,,,
705,0.3,0.15,-0.2,53.63,-85.63,-7.13,1.82,9.75,3.24,0.6,0.38,0.32,0.63,130746,27872,T,,,
706,0.06,0.12,-0.19,53.63,-85.63,-7.13,1.82,9.75,3.24,0.6,0.38,0.32,0.63,130785,27911,T,,,
707,0.06,0.12,-0.19,53.63,-85.63,-7.13,1.32,10.17,2.32,0.6,0.38,0.32,0.63,130824,27950,T,,,
708,0.06,0.12,-0.19,53.63,-85.63,-7.13,1.51,10.29,1.97,0.6,0.38,0.32,0.63,130863,27989,T,,,
709,0.32,0.26,-0.14,53.63,-85.63,-7.13,1.51,10.29,1.97,0.6,0.38,0.32,0.63,130904,28030,T,,,
710,0.27,0.36,-0.14,53.63,-85.63,-7.13,1.51,10.29,1.97,0.6,0.38,0.32,0.63,130944,28070,T,,,
711,0.27,0.36,-0.14,53.63,-85.63,-7.13,1.17,10.05,2.16,0.6,0.38,0.32,0.63,130983,28109,T,,,
712,0.27,0.36,-0.14,53.63,-85.63,-7.13,1.21,10.02,2.2,0.6,0.38,0.32,0.63,131024,28150,T,,,
713,0.27,0.36,-0.14,53.63,-85.63,-7.13,1.36,9.82,2.47,0.6,0.38,0.32,0.63,131062,28188,T,,,
714,0.03,-0.1,-0.12,53.63,-85.63,-7.13,1.36,9.82,2.47,0.6,0.38,0.32,0.63,131101,28227,T,,,
715,0.03,-0.1,-0.12,53.63,-85.63,-7.13,1.24,9.67,2.16,0.6,0.38,0.32,0.63,131141,28267,T,,,
716,0.03,-0.1,-0.12,53.63,-85.63,-7.13,1.21,9.71,2.2,0.6,0.38,0.32,0.63,131182,28308,T,,,
717,0.03,-0.1,-0.12,53.63,-85.63,-7.13,1.24,9.75,2.16,0.6,0.38,0.32,0.63,131222,28348,T,,,
718,0.03,-0.1,-0.12,53.63,-85.63,-7.13,1.21,9.98,2.2,0.6,0.38,0.32,0.63,131260,28386,T,,,
719,-0.08,-0.05,-0.01,53.63,-85.63,-7.13,1.21,9.98,2.2,0.6,0.38,0.32,0.63,131300,28426,T,,,
720,-0.08,-0.05,-0.01,53.63,-85.63,-7.13,1.21,10.02,1.63,0.6,0.38,0.32,0.63,131342,28468,T,,,
721,0.01,-0.27,0.01,53.63,-85.63,-7.13,1.21,10.02,1.63,0.6,0.38,0.32,0.63,131383,28509,T,,,
722,0.01,-0.27,0.01,53.63,-85.63,-7.13,2.01,10.52,2.2,0.6,0.38,0.32,0.63,131423,28549,T,,,
723,0.01,-0.27,0.01,53.63,-85.63,-7.13,2.43,10.29,2.36,0.6,0.38,0.32,0.63,131461,28587,T,,,
724,-0.24,0.53,0.49,53.63,-85.63,-7.13,2.43,10.29,2.36,0.6,0.38,0.32,0.63,131501,28627,T,,,
725,-0.18,0.79,0.64,53.63,-85.63,-7.13,2.43,10.29,2.36,0.6,0.38,0.32,0.63,131540,28666,T,,,
726,-0.18,0.79,0.64,53.63,-85.63,-7.13,2.32,8.37,2.63,0.6,0.38,0.32,0.63,131580,28706,T,,,
727,-0.18,0.79,0.64,53.63,-85.63,-7.13,1.32,8.18,2.55,0.6,0.38,0.32,0.63,131620,28746,T,,,
728,-0.18,0.79,0.64,53.63,-85.63,-7.13,1.02,8.41,2.55,0.6,0.38,0.32,0.63,131657,28783,T,,,
729,0.24,-0.23,-0.1,53.63,-85.63,-7.13,1.02,8.41,2.55,0.6,0.38,0.32,0.63,131696,28822,T,,,
730,0.24,-0.23,-0.1,53.63,-85.63,-7.13,1.28,9.63,2.63,0.6,0.38,0.32,0.63,131736,28862,T,,,
731,0.24,-0.23,-0.1,53.63,-85.63,-7.13,1.32,10.17,2.74,0.6,0.38,0.32,0.63,131775,28901,T,,,
732,0.24,-0.23,-0.1,53.63,-85.63,-7.13,1.21,10.05,2.32,0.6,0.38,0.32,0.63,131814,28940,T,,,
733,0.14,-0.1,-0.1,53.63,-85.63,-7.13,1.21,10.05,2.32,0.6,0.38,0.32,0.63,131855,28981,T,,,
734,0.06,0.04,0,53.63,-85.63,-7.13,1.21,10.05,2.32,0.6,0.38,0.32,0.63,131895,29021,T,,,
735,0.06,0.04,0,53.63,-85.63,-7.13,1.74,9.79,2.36,0.6,0.38,0.32,0.63,131935,29061,T,,,
736,0.06,0.04,0,53.63,-85.63,-7.13,1.63,9.36,1.93,0.6,0.38,0.32,0.63,131974,29100,T,,,
737,0.06,0.04,0,53.63,-85.63,-7.13,2.05,9.48,2.13,0.6,0.38,0.32,0.63,132011,29137,T,,,
738,-0.01,-0.05,0.04,53.63,-85.63,-7.13,2.05,9.48,2.13,0.6,0.38,0.32,0.63,132049,29175,T,,,
739,-0.01,-0.05,0.04,53.63,-85.63,-7.13,1.82,9.79,2.13,0.6,0.38,0.32,0.63,132090,29216,T,,,
740,-0.03,-0.27,-0.01,53.63,-85.63,-7.13,1.82,9.79,2.13,0.6,0.38,0.32,0.63,132129,29255,T,,,
741,-0.03,-0.27,-0.01,53.63,-85.63,-7.13,1.78,9.63,2.16,0.6,0.38,0.32,0.63,132169,29295,T,,,
742,-0.03,-0.27,-0.01,53.63,-85.63,-7.13,1.74,9.67,2.05,0.6,0.38,0.32,0.63,132208,29334,T,,,
743,-0.03,-0.15,0.01,53.63,-85.63,-7.13,1.74,9.67,2.05,0.6,0.38,0.32,0.63,132248,29374,T,,,
744,-0.04,-0.23,0.02,53.63,-85.63,-7.13,1.74,9.67,2.05,0.6,0.38,0.32,0.63,132287,29413,T,,,
745,-0.04,-0.23,0.02,53.63,-85.63,-7.13,1.51,10.25,2.28,0.6,0.38,0.32,0.63,132326,29452,T,,,
746,-0.04,-0.23,0.02,53.63,-85.63,-7.13,3.16,10.63,2.2,0.6,0.38,0.32,0.63,132365,29491,T,,,
747,-0.19,-0.25,0.17,53.63,-85.63,-7.13,3.16,10.63,2.2,0.6,0.38,0.32,0.63,132405,29531,T,,,
748,-0.29,-0.47,0.27,53.63,-85.63,-7.13,3.16,10.63,2.2,0.6,0.38,0.32,0.63,132445,29571,T,,,
749,-0.29,-0.47,0.27,53.63,-85.63,-7.13,3.31,12.05,3.31,0.6,0.38,0.32,0.63,132484,29610,T,,,
750,-0.29,-0.47,0.27,53.63,-85.63,-7.13,3.23,11.93,3.05,0.6,0.38,0.32,0.63,132525,29651,T,,,
751,-0.29,-0.47,0.27,53.63,-85.63,-7.13,3.43,11.78,3.39,0.6,0.38,0.32,0.63,132563,29689,T,,,
752,-0.66,-0.13,0.45,53.63,-85.63,-7.13,3.43,11.78,3.39,0.6,0.38,0.32,0.63,132603,29729,T,,,
753,-0.73,-0.42,0.2,53.63,-85.63,-7.13,3.43,11.78,3.39,0.6,0.38,0.32,0.63,132644,29770,W,,,
754,-0.73,-0.42,0.2,53.63,-85.63,-7.13,4.08,10.09,2.97,0.6,0.38,0.32,0.63,132684,29810,W,,,
755,-0.73,-0.42,0.2,53.63,-85.63,-7.13,3.62,9.29,3.73,0.6,0.38,0.32,0.63,132724,29850,W,,,
756,-0.73,-0.42,0.2,53.63,-85.63,-7.13,3.16,8.68,3.7,0.6,0.38,0.32,0.63,132762,29888,W,,,
757,-0.82,0.3,0.53,53.63,-85.63,-7.13,3.16,8.68,3.7,0.6,0.38,0.32,0.63,132802,29928,W,,,
758,-0.82,0.3,0.53,53.63,-85.63,-7.13,2.7,7.72,4.23,0.6,0.38,0.32,0.63,132843,29969,W,,,
759,-1,0.47,0.98,53.63,-85.63,-7.13,2.7,7.72,4.23,0.6,0.38,0.32,0.63,132882,30008,W,,,
760,-1,0.47,0.98,53.63,-85.63,-7.13,3.23,5.84,5.3,0.6,0.38,0.32,0.63,132922,30048,W,,,
761,-1,0.47,0.98,53.63,-85.63,-7.13,3.62,5.96,6.03,0.6,0.38,0.32,0.63,132960,30086,W,,,
762,-0.81,1.4,1.46,53.63,-85.63,-7.13,3.62,5.96,6.03,0.6,0.38,0.32,0.63,132999,30125,W,,,
763,-0.59,1.35,1.67,53.63,-85.63,-7.13,3.62,5.96,6.03,0.6,0.38,0.32,0.63,133038,30164,W,,,
764,-0.59,1.35,1.67,53.63,-85.63,-7.13,4,3.77,5.34,0.6,0.38,0.32,0.63,133076,30202,W,,,
765,-0.59,1.35,1.67,53.63,-85.63,-7.13,3.66,2.97,5.15,0.6,0.38,0.32,0.63,133115,30241,W,,,
766,-0.59,1.35,1.67,36.38,-76.25,-19.56,3.66,2.97,5.15,0.6,0.38,0.32,0.63,133153,30279,W,,,
767,0.41,0.89,1.7,36.38,-76.25,-19.56,3.66,2.97,5.15,0.6,0.38,0.32,0.63,133193,30319,W,,,
768,0.41,0.89,1.7,36.38,-76.25,-19.56,5.42,3.27,6.53,0.6,0.38,0.32,0.63,133232,30358,W,,,
769,0.41,0.89,1.7,36.38,-76.25,-19.56,5.8,3.43,6.53,0.6,0.38,0.32,0.63,133272,30398,W,,,
